Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif,Status,New location
aglt93/proyectoElectrico/,https://github.com/aglt93/proyectoElectrico/,2,0,0,0,2,0,0,0,0,200,
agrajjain/THESIS/,https://github.com/agrajjain/THESIS/,2,0,0,0,2,0,0,0,0,200,
Agurato/Graine_DNA/,https://github.com/Agurato/Graine_DNA/,2,0,0,1,1,0,0,0,0,200,
agvania/FIAR_OOD_PROJECT/,https://github.com/agvania/FIAR_OOD_PROJECT/,2,0,0,0,0,0,0,0,2,200,
ahgittin/brooklyn-docs/,https://github.com/ahgittin/brooklyn-docs/,2,0,0,0,2,0,0,0,0,200,
ahmedzamzam-fci/FCI-SWEII2-SocialNetwork/,https://github.com/ahmedzamzam-fci/FCI-SWEII2-SocialNetwork/,2,0,0,0,1,0,0,1,0,200,
drewtorg/CS5700-HW4/,https://github.com/drewtorg/CS5700-HW4/,2,0,0,0,2,0,0,0,0,404,
AI-saac/dhcp/,https://github.com/AI-saac/dhcp/,2,0,0,0,2,0,0,0,0,301,https://github.com/aisaac-lab/dhcp
aimas/TuniErp-8.0/,https://github.com/aimas/TuniErp-8.0/,2,0,0,1,1,0,0,0,0,200,
drmateo/sor_presa/,https://github.com/drmateo/sor_presa/,2,2,0,0,0,0,0,0,0,404,
airanmehr/biocaddie/,https://github.com/airanmehr/biocaddie/,2,0,0,0,2,0,0,0,0,200,
aisbarrera/hoja2/,https://github.com/aisbarrera/hoja2/,2,0,0,0,2,0,0,0,0,200,
aishwaryapatwardhan/paul/,https://github.com/aishwaryapatwardhan/paul/,2,0,0,0,2,0,0,0,0,200,
Drusyc/chess/,https://github.com/Drusyc/chess/,2,0,0,0,2,0,0,0,0,404,
aj-james/luv-os/,https://github.com/aj-james/luv-os/,2,0,0,0,2,0,0,0,0,200,
ajukraine/ajukraine.github.io/,https://github.com/ajukraine/ajukraine.github.io/,2,0,0,0,2,0,0,0,0,200,
akanadocs/akanadocs.github.io/,https://github.com/akanadocs/akanadocs.github.io/,2,0,0,0,2,0,0,0,0,200,
dsvidzinski/Java_51036/,https://github.com/dsvidzinski/Java_51036/,2,2,0,0,0,0,0,0,0,404,
akangupt/LetsTalk-An-enterprise-chat-system/,https://github.com/akangupt/LetsTalk-An-enterprise-chat-system/,2,0,0,0,2,0,0,0,0,200,
akguptakgp/SoftwareEngineering/,https://github.com/akguptakgp/SoftwareEngineering/,2,0,0,0,2,0,0,0,0,200,
akhileshtyagi/PUF/,https://github.com/akhileshtyagi/PUF/,2,0,0,0,2,0,0,0,0,200,
Akii/Helpdesk/,https://github.com/Akii/Helpdesk/,2,0,0,0,2,0,0,0,0,200,
Akshit-/ClientServerCommunication/,https://github.com/Akshit-/ClientServerCommunication/,2,0,0,0,2,0,0,0,0,200,
alafon/ezpublish-community-built/,https://github.com/alafon/ezpublish-community-built/,2,0,0,0,2,0,0,0,0,200,
alanrodas/PharoBot/,https://github.com/alanrodas/PharoBot/,2,0,0,0,1,0,0,1,0,200,
DudsNascimento/DuDente/,https://github.com/DudsNascimento/DuDente/,2,0,0,0,2,0,0,0,0,404,
albanoj2/grp/,https://github.com/albanoj2/grp/,2,0,0,0,2,0,0,0,0,200,
albayaty/GRPL-Tool/,https://github.com/albayaty/GRPL-Tool/,2,0,0,0,0,0,2,0,0,200,
AlbertoIbarrondoLuis/PSUControl/,https://github.com/AlbertoIbarrondoLuis/PSUControl/,2,0,0,0,1,0,0,1,0,301,https://github.com/ibarrond/PSUControl
AlbertoParravicini/dose2015_public/,https://github.com/AlbertoParravicini/dose2015_public/,2,0,0,0,0,0,0,2,0,200,
AlbertoTorre/CES4/,https://github.com/AlbertoTorre/CES4/,2,0,0,0,2,0,0,0,0,200,
Aleanar/BadPractice/,https://github.com/Aleanar/BadPractice/,2,0,0,0,2,0,0,0,0,301,https://github.com/alexandremottet/BadPractice
AlejandroVera/ProjectTwitter/,https://github.com/AlejandroVera/ProjectTwitter/,2,0,0,0,2,0,0,0,0,301,https://github.com/xafilox/ProjectTwitter
dyland30/interfaz_covi/,https://github.com/dyland30/interfaz_covi/,2,2,0,0,0,0,0,0,0,404,
alejo8591/phonegap-july/,https://github.com/alejo8591/phonegap-july/,2,0,0,0,2,0,0,0,0,200,
AlekseiIvshin/04_UML/,https://github.com/AlekseiIvshin/04_UML/,2,0,0,0,2,0,0,0,0,200,
alessandrocolantoni/mandragora/,https://github.com/alessandrocolantoni/mandragora/,2,0,0,0,0,0,0,2,0,200,
Alex-BusNet/SuperCop/,https://github.com/Alex-BusNet/SuperCop/,2,0,0,0,2,0,0,0,0,200,
alex44590/JeuDechec/,https://github.com/alex44590/JeuDechec/,2,0,0,0,2,0,0,0,0,200,
AlexanderKern/4Gewinnt/,https://github.com/AlexanderKern/4Gewinnt/,2,0,0,0,0,0,0,0,2,200,
alexandrtkachuk/JAVA/,https://github.com/alexandrtkachuk/JAVA/,2,0,0,0,0,0,0,0,2,200,
AlexFaraino/RSS-Lounge-Fork/,https://github.com/AlexFaraino/RSS-Lounge-Fork/,2,0,0,0,0,0,0,2,0,200,
AlexisLepage/Documentation-Project-QCM/,https://github.com/AlexisLepage/Documentation-Project-QCM/,2,0,0,0,0,0,0,0,2,200,
alexisvannier/xulub/,https://github.com/alexisvannier/xulub/,2,0,0,0,2,0,0,0,0,200,
AlexLekkas90/Brainwaves/,https://github.com/AlexLekkas90/Brainwaves/,2,0,0,0,2,0,0,0,0,200,
alexplouff/SimUDuck/,https://github.com/alexplouff/SimUDuck/,2,0,0,0,2,0,0,0,0,200,
alexvictoor/AvroDevoxxFr/,https://github.com/alexvictoor/AvroDevoxxFr/,2,0,0,2,0,0,0,0,0,200,
algaworks/curso-fundamentos-java-e-orientacao-a-objetos/,https://github.com/algaworks/curso-fundamentos-java-e-orientacao-a-objetos/,2,0,0,0,2,0,0,0,0,200,
algo2-grupo3/tp_que-comemos/,https://github.com/algo2-grupo3/tp_que-comemos/,2,0,0,0,0,0,0,2,0,200,
eBay/Kubernetes/,https://github.com/eBay/Kubernetes/,2,0,0,1,1,0,0,0,0,404,
AliceLuo1016/Crime-Hub/,https://github.com/AliceLuo1016/Crime-Hub/,2,0,0,0,0,0,0,2,0,200,
ecclestonp/mudflake/,https://github.com/ecclestonp/mudflake/,2,1,0,0,0,0,0,1,0,404,
EchelonTeam/sca3_main/,https://github.com/EchelonTeam/sca3_main/,2,0,2,0,0,0,0,0,0,404,
AliLigi/OOWordCloud/,https://github.com/AliLigi/OOWordCloud/,2,0,0,0,2,0,0,0,0,200,
alineseit/prototipo/,https://github.com/alineseit/prototipo/,2,0,0,0,0,0,0,2,0,200,
eclipse/gmf-tooling/,https://github.com/eclipse/gmf-tooling/,2,0,0,0,0,0,0,0,2,404,
eclipse/titan.core/,https://github.com/eclipse/titan.core/,2,0,0,0,2,0,0,0,0,404,
alitigeller/CalcTestes/,https://github.com/alitigeller/CalcTestes/,2,0,0,0,0,0,0,2,0,200,
eddo888/Tools/,https://github.com/eddo888/Tools/,2,0,2,0,0,0,0,0,0,404,
AliYousuf/pdfedit-ng/,https://github.com/AliYousuf/pdfedit-ng/,2,0,0,0,2,0,0,0,0,200,
alkra/benchOKR/,https://github.com/alkra/benchOKR/,2,0,0,0,2,0,0,0,0,200,
allwinner-ics/platform_frameworks_base/,https://github.com/allwinner-ics/platform_frameworks_base/,2,0,0,0,0,0,0,0,2,200,
almeidaalcyr/Organiza-Torneio-de-Xadrez/,https://github.com/almeidaalcyr/Organiza-Torneio-de-Xadrez/,2,0,0,0,0,0,0,2,0,200,
almirpehratovic/REA/,https://github.com/almirpehratovic/REA/,2,0,0,0,1,0,0,0,1,200,
aloyziuz/CheckersGame/,https://github.com/aloyziuz/CheckersGame/,2,0,0,0,0,0,0,2,0,200,
alsantos10/doc_info/,https://github.com/alsantos10/doc_info/,2,0,0,0,0,0,0,2,0,200,
Alternhuman/marcopolo-manager/,https://github.com/Alternhuman/marcopolo-manager/,2,0,0,2,0,0,0,0,0,301,https://github.com/martinarroyo/marcopolo-manager
AludraTest/aludratest/,https://github.com/AludraTest/aludratest/,2,0,0,0,2,0,0,0,0,200,
alvesjnr/T100/,https://github.com/alvesjnr/T100/,2,0,0,0,2,0,0,0,0,200,
amacdiarmid/GP2Coursework/,https://github.com/amacdiarmid/GP2Coursework/,2,0,0,0,0,0,0,2,0,200,
eduardoacye/hackernation-0.3.0/,https://github.com/eduardoacye/hackernation-0.3.0/,2,0,0,0,1,0,0,1,0,404,
amdonham/DropGrade/,https://github.com/amdonham/DropGrade/,2,0,0,0,2,0,0,0,0,200,
eduardoklock/INE54177/,https://github.com/eduardoklock/INE54177/,2,0,0,0,0,0,0,2,0,404,
amikey/netty-learning/,https://github.com/amikey/netty-learning/,2,0,0,0,2,0,0,0,0,200,
amldimsed/webinf162/,https://github.com/amldimsed/webinf162/,2,0,0,0,2,0,0,0,0,200,
educoutinho/MarkdownTest/,https://github.com/educoutinho/MarkdownTest/,2,0,0,0,2,0,0,0,0,404,
amrata-kasture/CMU_Chat_App_V2/,https://github.com/amrata-kasture/CMU_Chat_App_V2/,2,0,0,0,0,0,0,2,0,200,
amsa-code/detection/,https://github.com/amsa-code/detection/,2,0,0,0,2,0,0,0,0,200,
amylittleyang/OtraCAD/,https://github.com/amylittleyang/OtraCAD/,2,0,0,0,0,0,0,2,0,200,
an-in-seek/testRepo/,https://github.com/an-in-seek/testRepo/,2,0,0,0,2,0,0,0,0,301,https://github.com/an-in-seek/spring_community_web
anadkatmeet/Discworld_multiplayer_board_game/,https://github.com/anadkatmeet/Discworld_multiplayer_board_game/,2,0,0,0,0,0,0,2,0,200,
ananchanyong/Mammoth/,https://github.com/ananchanyong/Mammoth/,2,0,0,0,2,0,0,0,0,200,
Eetami/SwagJack/,https://github.com/Eetami/SwagJack/,2,0,0,0,2,0,0,0,0,404,
AnastasiiaRe/GoJavaOnline/,https://github.com/AnastasiiaRe/GoJavaOnline/,2,0,0,0,2,0,0,0,0,200,
anderson-/JIFI/,https://github.com/anderson-/JIFI/,2,0,0,0,2,0,0,0,0,200,
andrea-bottoli/DOSE---Hexxagon/,https://github.com/andrea-bottoli/DOSE---Hexxagon/,2,0,0,0,2,0,0,0,0,200,
AndreaColombo/myTaxiService---Software-Engineering-2-Project-15-16/,https://github.com/AndreaColombo/myTaxiService---Software-Engineering-2-Project-15-16/,2,0,0,0,0,0,0,2,0,200,
AndreasBom/Workshop3/,https://github.com/AndreasBom/Workshop3/,2,0,0,0,0,0,0,2,0,200,
AndreasDL/Tiwi-VOP2013/,https://github.com/AndreasDL/Tiwi-VOP2013/,2,0,0,0,0,0,0,2,0,200,
andreluizbg25/Projeto_PAS/,https://github.com/andreluizbg25/Projeto_PAS/,2,0,0,0,2,0,0,0,0,200,
andrewstanton1/csm10j-Hw02/,https://github.com/andrewstanton1/csm10j-Hw02/,2,0,0,0,0,0,0,2,0,200,
Android-AOSP/android_aosp_frameworks_base/,https://github.com/Android-AOSP/android_aosp_frameworks_base/,2,0,0,0,0,0,0,0,2,200,
android-sdk-docs/sdk-reference/,https://github.com/android-sdk-docs/sdk-reference/,2,0,0,0,0,0,0,0,2,200,
AndroidSymmetry/frameworks_base/,https://github.com/AndroidSymmetry/frameworks_base/,2,0,0,0,0,0,0,0,2,200,
Andrwyw/Andrwyw.github.io/,https://github.com/Andrwyw/Andrwyw.github.io/,2,0,0,0,2,0,0,0,0,200,
AndYetItCompilesFinal/presentation1/,https://github.com/AndYetItCompilesFinal/presentation1/,2,0,0,0,0,0,0,2,0,200,
ekoulour/thesis/,https://github.com/ekoulour/thesis/,2,1,0,0,0,0,0,1,0,404,
el12b/CEN4021-Swapp/,https://github.com/el12b/CEN4021-Swapp/,2,0,0,0,1,0,0,1,0,404,
anestis27/carWash/,https://github.com/anestis27/carWash/,2,0,0,0,2,0,0,0,0,200,
angea/wiki_old/,https://github.com/angea/wiki_old/,2,0,0,0,2,0,0,0,0,200,
elauzel/EduMap/,https://github.com/elauzel/EduMap/,2,1,0,0,1,0,0,0,0,404,
eldarerathis/android_frameworks_base/,https://github.com/eldarerathis/android_frameworks_base/,2,0,0,0,0,0,0,0,2,404,
AngeloGalindo/PracticasGrupo9DesarrolloWeb/,https://github.com/AngeloGalindo/PracticasGrupo9DesarrolloWeb/,2,0,0,0,2,0,0,0,0,200,
angvoz/SD80/,https://github.com/angvoz/SD80/,2,0,0,0,0,2,0,0,0,200,
anicloud/ani-cas/,https://github.com/anicloud/ani-cas/,2,0,0,0,1,0,0,1,0,200,
AnimalPlanet/pdf-to-mindmap-and-ppt-with-textrank/,https://github.com/AnimalPlanet/pdf-to-mindmap-and-ppt-with-textrank/,2,0,0,0,0,0,0,0,2,200,
anirul/TM_LHC_tune/,https://github.com/anirul/TM_LHC_tune/,2,0,0,1,1,0,0,0,0,200,
anjagil/ProjektZespolowy/,https://github.com/anjagil/ProjektZespolowy/,2,0,0,0,2,0,0,0,0,200,
ankit4u3/continuity1test/,https://github.com/ankit4u3/continuity1test/,2,0,0,0,1,0,1,0,0,200,
Anne081031/WinParkUI/,https://github.com/Anne081031/WinParkUI/,2,0,0,0,1,0,1,0,0,200,
annegabrielle/secure_adhoc_network_ns-3/,https://github.com/annegabrielle/secure_adhoc_network_ns-3/,2,0,0,0,2,0,0,0,0,200,
EmagineIT/gsa_18f/,https://github.com/EmagineIT/gsa_18f/,2,0,0,0,0,0,0,2,0,404,
antalpeti/JFace-Tutorial/,https://github.com/antalpeti/JFace-Tutorial/,2,0,0,0,0,0,0,0,2,200,
antbots/AntBot/,https://github.com/antbots/AntBot/,2,0,0,0,1,1,0,0,0,200,
AntonBossaerts/HangManMVCAntonBossaerts/,https://github.com/AntonBossaerts/HangManMVCAntonBossaerts/,2,0,0,0,2,0,0,0,0,200,
AntonioRochaOliveira/EAPLI_PL_2DK/,https://github.com/AntonioRochaOliveira/EAPLI_PL_2DK/,2,0,0,0,0,0,0,2,0,200,
anugrahbsoe/ghalagar/,https://github.com/anugrahbsoe/ghalagar/,2,0,0,0,0,2,0,0,0,200,
AOKP/frameworks_base_disabled/,https://github.com/AOKP/frameworks_base_disabled/,2,0,0,0,0,0,0,0,2,200,
aospSX/platform_frameworks_base/,https://github.com/aospSX/platform_frameworks_base/,2,0,0,0,0,0,0,0,2,200,
apache/brooklyn-docs/,https://github.com/apache/brooklyn-docs/,2,0,0,0,2,0,0,0,0,200,
apache/incubator-geode/,https://github.com/apache/incubator-geode/,2,0,0,0,1,0,0,0,1,301,https://github.com/apache/geode
apache/incubator-myriad/,https://github.com/apache/incubator-myriad/,2,0,0,0,0,0,0,2,0,200,
apache/jmeter/,https://github.com/apache/jmeter/,2,0,0,0,0,0,0,0,2,200,
emilwest/StarWars/,https://github.com/emilwest/StarWars/,2,0,0,0,0,0,0,2,0,404,
apanju/GMIO_Odoo/,https://github.com/apanju/GMIO_Odoo/,2,0,0,1,1,0,0,0,0,200,
APet74/cseProject/,https://github.com/APet74/cseProject/,2,0,0,0,0,0,0,2,0,200,
emlai/JTurmite/,https://github.com/emlai/JTurmite/,2,0,0,0,2,0,0,0,0,404,
apoclyps/SoC-E-Health-Server/,https://github.com/apoclyps/SoC-E-Health-Server/,2,0,0,0,0,0,0,2,0,200,
Apollo013/Java_CollegeProject_RenewEnergy/,https://github.com/Apollo013/Java_CollegeProject_RenewEnergy/,2,0,0,0,0,0,0,2,0,301,https://github.com/pj-mill/Java_RenewEnergyApp
Appius/Deanery/,https://github.com/Appius/Deanery/,2,0,0,0,0,0,2,0,0,200,
aq1aq2/FPT-Mock-Project/,https://github.com/aq1aq2/FPT-Mock-Project/,2,0,0,0,2,0,0,0,0,200,
aquilis/ChatApplication/,https://github.com/aquilis/ChatApplication/,2,0,0,0,2,0,0,0,0,200,
ArasHeper/Group5Project/,https://github.com/ArasHeper/Group5Project/,2,0,0,0,2,0,0,0,0,301,https://github.com/youdonthavetounderstand/Group5Project
arcadenea/rockbot/,https://github.com/arcadenea/rockbot/,2,0,1,0,1,0,0,0,0,200,
AreaROM/android_frameworks_base/,https://github.com/AreaROM/android_frameworks_base/,2,0,0,0,0,0,0,0,2,200,
arfoll/poky/,https://github.com/arfoll/poky/,2,0,0,0,2,0,0,0,0,200,
arianagozarmanu/T2_SimulareCozi/,https://github.com/arianagozarmanu/T2_SimulareCozi/,2,0,0,0,0,0,0,2,0,200,
arjunvekariyagithub/KnowYourSubject-KYS/,https://github.com/arjunvekariyagithub/KnowYourSubject-KYS/,2,0,0,0,0,0,0,2,0,200,
arktur04/arktur04.github.io/,https://github.com/arktur04/arktur04.github.io/,2,0,0,0,2,0,0,0,0,200,
armandossrecife/universidadesimples/,https://github.com/armandossrecife/universidadesimples/,2,0,0,0,2,0,0,0,0,200,
arn123/Interview/,https://github.com/arn123/Interview/,2,0,0,0,2,0,0,0,0,200,
arnaudgelas/libaco/,https://github.com/arnaudgelas/libaco/,2,0,0,0,2,0,0,0,0,200,
arnzame/web-information-systems/,https://github.com/arnzame/web-information-systems/,2,0,0,0,0,0,0,2,0,200,
aroquemaurel/Lessons-and-doc/,https://github.com/aroquemaurel/Lessons-and-doc/,2,0,0,0,0,1,0,1,0,200,
ArquitecturaSoft/UNAirlines/,https://github.com/ArquitecturaSoft/UNAirlines/,2,0,0,0,0,0,0,2,0,200,
erikcas/platform_frameworks_base/,https://github.com/erikcas/platform_frameworks_base/,2,0,0,0,0,0,0,0,2,404,
arranger1044/iterated-pysoner-dilemma/,https://github.com/arranger1044/iterated-pysoner-dilemma/,2,0,0,2,0,0,0,0,0,200,
arrudamichel/jogo-velha-sockets-redes/,https://github.com/arrudamichel/jogo-velha-sockets-redes/,2,0,0,0,2,0,0,0,0,200,
arteymix/arteymix.github.io/,https://github.com/arteymix/arteymix.github.io/,2,0,0,2,0,0,0,0,0,200,
Artiavis/sereporttemplates/,https://github.com/Artiavis/sereporttemplates/,2,0,0,0,2,0,0,0,0,200,
As2piK/slyuml/,https://github.com/As2piK/slyuml/,2,0,0,0,2,0,0,0,0,200,
asajbel/werescrewed/,https://github.com/asajbel/werescrewed/,2,0,2,0,0,0,0,0,0,200,
asassello/KOR_s12181/,https://github.com/asassello/KOR_s12181/,2,0,0,0,2,0,0,0,0,200,
asbag/gestionaena/,https://github.com/asbag/gestionaena/,2,0,0,0,0,0,0,2,0,200,
Aschen/minestorm/,https://github.com/Aschen/minestorm/,2,0,0,0,1,0,0,1,0,200,
ashgit1/DesignPattern/,https://github.com/ashgit1/DesignPattern/,2,0,0,0,0,0,0,2,0,200,
ashish1294/PersonalWebsite/,https://github.com/ashish1294/PersonalWebsite/,2,0,0,0,0,0,0,2,0,200,
ashish98/brickya/,https://github.com/ashish98/brickya/,2,0,0,0,2,0,0,0,0,200,
ervas002/bildblogggen/,https://github.com/ervas002/bildblogggen/,2,0,0,0,2,0,0,0,0,404,
ashleyng/ashleyng.github.io/,https://github.com/ashleyng/ashleyng.github.io/,2,0,0,0,1,1,0,0,0,200,
ashokkumar-dhanavel/testSpringEx/,https://github.com/ashokkumar-dhanavel/testSpringEx/,2,0,0,0,0,0,0,0,2,200,
askiba/master-thesis/,https://github.com/askiba/master-thesis/,2,0,0,0,2,0,0,0,0,200,
aspikirby/intersection/,https://github.com/aspikirby/intersection/,2,0,1,0,1,0,0,0,0,200,
astronauticalAuthor/JuniorProject/,https://github.com/astronauticalAuthor/JuniorProject/,2,0,0,0,2,0,0,0,0,200,
astv99/csci4448_project/,https://github.com/astv99/csci4448_project/,2,0,0,0,2,0,0,0,0,200,
atmospheric/atmospheric/,https://github.com/atmospheric/atmospheric/,2,0,0,0,0,0,0,0,2,200,
AtorVdm/Patterns/,https://github.com/AtorVdm/Patterns/,2,0,0,0,2,0,0,0,0,200,
Aurthur-LK/android-offline-doc/,https://github.com/Aurthur-LK/android-offline-doc/,2,0,0,0,0,0,0,0,2,200,
awillerv/projet-ether/,https://github.com/awillerv/projet-ether/,2,0,0,0,2,0,0,0,0,200,
axelmdev/ecommerce/,https://github.com/axelmdev/ecommerce/,2,0,0,0,2,0,0,0,0,200,
B00075707/3stooges/,https://github.com/B00075707/3stooges/,2,0,0,0,0,0,0,2,0,301,https://github.com/comathuna/3stooges
b25stb/cs-3716-project-h/,https://github.com/b25stb/cs-3716-project-h/,2,0,0,0,0,1,0,1,0,200,
eturan/332/,https://github.com/eturan/332/,2,2,0,0,0,0,0,0,0,404,
eugenix/BooksCatalog/,https://github.com/eugenix/BooksCatalog/,2,2,0,0,0,0,0,0,0,404,
babayka74/vwml/,https://github.com/babayka74/vwml/,2,0,0,0,2,0,0,0,0,200,
babichevanton/course_proj/,https://github.com/babichevanton/course_proj/,2,0,0,0,2,0,0,0,0,200,
ev9eniy/evnine/,https://github.com/ev9eniy/evnine/,2,0,0,0,2,0,0,0,0,404,
evaschalde/odoo/,https://github.com/evaschalde/odoo/,2,0,0,1,1,0,0,0,0,404,
BackupTheBerlios/albion2-svn/,https://github.com/BackupTheBerlios/albion2-svn/,2,0,1,0,0,0,0,0,1,200,
BackupTheBerlios/albion2/,https://github.com/BackupTheBerlios/albion2/,2,0,1,0,0,0,0,0,1,200,
BackupTheBerlios/bambinos-svn/,https://github.com/BackupTheBerlios/bambinos-svn/,2,0,0,0,2,0,0,0,0,200,
BackupTheBerlios/bijutsukan-svn/,https://github.com/BackupTheBerlios/bijutsukan-svn/,2,0,2,0,0,0,0,0,0,200,
BackupTheBerlios/ccl-plugin/,https://github.com/BackupTheBerlios/ccl-plugin/,2,0,2,0,0,0,0,0,0,200,
BackupTheBerlios/ieat-svn/,https://github.com/BackupTheBerlios/ieat-svn/,2,0,0,0,0,1,0,0,1,200,
BackupTheBerlios/iiphoto-svn/,https://github.com/BackupTheBerlios/iiphoto-svn/,2,0,0,0,2,0,0,0,0,200,
EvoMagix/platform_frameworks_base/,https://github.com/EvoMagix/platform_frameworks_base/,2,0,0,0,0,0,0,0,2,404,
BackupTheBerlios/jfindmyfiles-svn/,https://github.com/BackupTheBerlios/jfindmyfiles-svn/,2,0,0,0,2,0,0,0,0,200,
BackupTheBerlios/keiler/,https://github.com/BackupTheBerlios/keiler/,2,0,0,0,0,0,0,0,2,200,
BackupTheBerlios/maay-svn/,https://github.com/BackupTheBerlios/maay-svn/,2,0,2,0,0,0,0,0,0,200,
BackupTheBerlios/ntcp-svn/,https://github.com/BackupTheBerlios/ntcp-svn/,2,0,2,0,0,0,0,0,0,200,
BackupTheBerlios/partisipation-svn/,https://github.com/BackupTheBerlios/partisipation-svn/,2,0,0,0,2,0,0,0,0,200,
BackupTheBerlios/plogfr-svn/,https://github.com/BackupTheBerlios/plogfr-svn/,2,0,1,0,1,0,0,0,0,200,
BackupTheBerlios/prakman-svn/,https://github.com/BackupTheBerlios/prakman-svn/,2,0,0,0,2,0,0,0,0,200,
BackupTheBerlios/sice-svn/,https://github.com/BackupTheBerlios/sice-svn/,2,0,1,0,1,0,0,0,0,200,
BackupTheBerlios/swaml-svn/,https://github.com/BackupTheBerlios/swaml-svn/,2,0,2,0,0,0,0,0,0,200,
BackupTheBerlios/ter/,https://github.com/BackupTheBerlios/ter/,2,0,0,0,0,0,0,2,0,200,
BackupTheBerlios/xsltinc-svn/,https://github.com/BackupTheBerlios/xsltinc-svn/,2,0,0,0,2,0,0,0,0,200,
BackupTheBerlios/yapp-svn/,https://github.com/BackupTheBerlios/yapp-svn/,2,0,2,0,0,0,0,0,0,200,
baerrach/maven-scm/,https://github.com/baerrach/maven-scm/,2,0,0,0,2,0,0,0,0,200,
bahmutov/digest-cycle-in-web-worker/,https://github.com/bahmutov/digest-cycle-in-web-worker/,2,0,0,0,2,0,0,0,0,200,
balantis7/e-conference-project/,https://github.com/balantis7/e-conference-project/,2,0,0,0,2,0,0,0,0,200,
baldeblack/Proyecto_w/,https://github.com/baldeblack/Proyecto_w/,2,0,0,0,0,0,0,0,2,200,
balitm/ATM-Example/,https://github.com/balitm/ATM-Example/,2,0,0,0,2,0,0,0,0,200,
fabioar87/updateapps_doc/,https://github.com/fabioar87/updateapps_doc/,2,0,0,0,2,0,0,0,0,404,
bamcdougall/Java_Advanced_Data_Structures/,https://github.com/bamcdougall/Java_Advanced_Data_Structures/,2,0,0,0,2,0,0,0,0,200,
banasik/Semesterprojekt2/,https://github.com/banasik/Semesterprojekt2/,2,0,0,0,2,0,0,0,0,200,
banban525/MeryResumePlugin/,https://github.com/banban525/MeryResumePlugin/,2,0,0,0,2,0,0,0,0,200,
BaptisteMounier/Taquin-BarbierMounier/,https://github.com/BaptisteMounier/Taquin-BarbierMounier/,2,0,0,0,0,0,0,2,0,200,
barrmy/frameworks_base/,https://github.com/barrmy/frameworks_base/,2,0,0,0,0,0,0,0,2,200,
barrybecker4/bb4-puzzles/,https://github.com/barrybecker4/bb4-puzzles/,2,0,0,0,2,0,0,0,0,301,https://github.com/bb4/bb4-puzzles
barrykn/android_frameworks_base-cm72-bkndh1/,https://github.com/barrykn/android_frameworks_base-cm72-bkndh1/,2,0,0,0,0,0,0,0,2,200,
falkscholze/odoo/,https://github.com/falkscholze/odoo/,2,0,0,1,1,0,0,0,0,404,
Basian/PC-WallDistanceProject/,https://github.com/Basian/PC-WallDistanceProject/,2,0,0,0,2,0,0,0,0,200,
bastien09/hmabwe-envoiedenotes/,https://github.com/bastien09/hmabwe-envoiedenotes/,2,0,0,0,2,0,0,0,0,200,
BattleShipMRJP/BattleShip/,https://github.com/BattleShipMRJP/BattleShip/,2,0,0,0,0,0,0,2,0,200,
baumjamin/gogool/,https://github.com/baumjamin/gogool/,2,0,0,0,2,0,0,0,0,200,
baxter29a/projekt.prog.2013/,https://github.com/baxter29a/projekt.prog.2013/,2,0,1,1,0,0,0,0,0,200,
bazingaterry/OJ/,https://github.com/bazingaterry/OJ/,2,0,0,0,2,0,0,0,0,301,https://github.com/kamingchan/Hajime
bbaugnies/DPI-MPTCP/,https://github.com/bbaugnies/DPI-MPTCP/,2,0,0,0,2,0,0,0,0,200,
fasih58/OOAD-Project/,https://github.com/fasih58/OOAD-Project/,2,0,0,0,0,0,0,2,0,404,
bbengfort/printing-press/,https://github.com/bbengfort/printing-press/,2,0,0,0,2,0,0,0,0,200,
bbernardoni/bbernardoni.github.io/,https://github.com/bbernardoni/bbernardoni.github.io/,2,0,0,0,1,0,0,1,0,200,
fazed/bob-horvers/,https://github.com/fazed/bob-horvers/,2,0,0,0,2,0,0,0,0,404,
BBK-SDP-2015-emassa01/Project/,https://github.com/BBK-SDP-2015-emassa01/Project/,2,0,0,0,2,0,0,0,0,200,
bbpr3lab/phonebook/,https://github.com/bbpr3lab/phonebook/,2,0,0,0,2,0,0,0,0,200,
bcaudell95/EECS448_HW4/,https://github.com/bcaudell95/EECS448_HW4/,2,0,0,0,2,0,0,0,0,200,
bconnelly/CSCI_4448_HW3/,https://github.com/bconnelly/CSCI_4448_HW3/,2,0,0,0,2,0,0,0,0,200,
BDSAMacGyvers/AS40/,https://github.com/BDSAMacGyvers/AS40/,2,0,0,0,2,0,0,0,0,200,
fedehipper/dds_utn_que_comemos/,https://github.com/fedehipper/dds_utn_que_comemos/,2,0,0,0,0,0,0,2,0,404,
BDSAMacGyvers/AS45/,https://github.com/BDSAMacGyvers/AS45/,2,0,0,0,2,0,0,0,0,200,
bdvll/CS3103Proj/,https://github.com/bdvll/CS3103Proj/,2,0,0,0,2,0,0,0,0,200,
BedquiltDB/docker-bedquiltdb-example/,https://github.com/BedquiltDB/docker-bedquiltdb-example/,2,0,0,0,2,0,0,0,0,200,
begly/Ant-Simulation/,https://github.com/begly/Ant-Simulation/,2,0,0,0,2,0,0,0,0,301,https://github.com/alex-a-robinson/Ant-Simulation
